component,explained_variance_ratio,cumulative_variance_ratio
358,0.0004571554222871622,0.8827591387210397
359,0.00045419674139501333,0.8832133354624347
360,0.00045216200380812286,0.8836654974662429
361,0.0004516412716815711,0.8841171387379245
362,0.00045037597332846983,0.884567514711253
363,0.0004487123419714854,0.8850162270532245
364,0.00044532936525833774,0.8854615564184828
365,0.0004443007080957567,0.8859058571265785
366,0.00044176423553277377,0.8863476213621113
367,0.0004399194612891799,0.8867875408234005
368,0.00043835749059570344,0.8872258983139962
369,0.00043759489714848075,0.8876634932111447
370,0.0004351711636317122,0.8880986643747764
371,0.00043353951350253887,0.8885322038882789
372,0.00043203208893466513,0.8889642359772136
373,0.0004314381034728531,0.8893956740806865
374,0.0004298300719354323,0.889825504152622
375,0.0004283865123501022,0.8902538906649721
376,0.00042619838848598034,0.8906800890534581
377,0.00042569081475200837,0.89110577986821
378,0.0004241107752961837,0.8915298906435062
379,0.00042226657744994195,0.8919521572209561
380,0.00042083271129745475,0.8923729899322536
381,0.0004189886387099786,0.8927919785709635
382,0.0004175300129005701,0.893209508583864
383,0.0004168059797633463,0.8936263145636274
384,0.00041362134236688726,0.8940399359059943
385,0.00041337793341528754,0.8944533138394096
386,0.0004117401892410815,0.8948650540286507
387,0.0004101859863976977,0.8952752400150484
388,0.00040830077476223305,0.8956835407898107
389,0.0004071363955341723,0.8960906771853449
390,0.0004051305083385706,0.8964958076936834
391,0.0004035563996855246,0.8968993640933689
392,0.00040278129644248466,0.8973021453898113
393,0.0004005381259186387,0.89770268351573
394,0.0003999540740489646,0.8981026375897789
395,0.0003992114642862246,0.8985018490540652
396,0.0003981462711612494,0.8988999953252265
397,0.0003956587067601663,0.8992956540319866
398,0.0003944343389297261,0.8996900883709164
399,0.0003920055432405915,0.9000820939141569
400,0.00039067290423542525,0.9004727668183924
401,0.0003904880658456862,0.9008632548842381
402,0.0003894106468695957,0.9012526655311077
403,0.0003887488758241994,0.9016414144069319
404,0.00038709316206001566,0.9020285075689919
405,0.0003834987677114318,0.9024120063367033
406,0.0003828349112938626,0.9027948412479971
407,0.0003819760779739305,0.9031768173259711
408,0.0003802879009517518,0.9035571052269229
409,0.00037857954217038995,0.9039356847690933
410,0.00037672666095187095,0.9043124114300451
411,0.0003764942273089428,0.904688905657354
412,0.00037452086608328656,0.9050634265234373
413,0.00037337153960260435,0.9054367980630399
414,0.00037174040048623794,0.9058085384635262
415,0.00037005597699498805,0.9061785944405212
416,0.00036846153827878157,0.9065470559787999
417,0.0003668972633532694,0.9069139532421532
418,0.0003652153715661867,0.9072791686137194
419,0.00036513471049117986,0.9076443033242105
420,0.00036418237981463797,0.9080084857040251
421,0.00036330352874581416,0.908371789232771
422,0.0003615406948156317,0.9087333299275866
423,0.0003595041558110042,0.9090928340833976
424,0.000359275817301626,0.9094521099006992
425,0.000356249902534199,0.9098083598032335
426,0.000355841524593165,0.9101642013278266
427,0.00035480315785377367,0.9105190044856803
428,0.00035337886506213087,0.9108723833507425
429,0.0003530464459021313,0.9112254297966447
430,0.0003517227868955397,0.9115771525835402
431,0.000350551135718881,0.9119277037192591
432,0.0003496667029879657,0.9122773704222471
433,0.00034898239832799273,0.9126263528205751
434,0.00034554006502270556,0.9129718928855979
435,0.00034489721456791074,0.9133167901001658
436,0.00034384679711628463,0.913660636897282
437,0.0003434905533876055,0.9140041274506696
438,0.0003422667929637506,0.9143463942436334
439,0.0003410375298885983,0.914687431773522
440,0.00034042313161009323,0.915027854905132
441,0.0003385755876521814,0.9153664304927842
442,0.00033678271313157326,0.9157032132059157
443,0.00033600996426889207,0.9160392231701846
444,0.00033535525892153,0.9163745784291061
445,0.00033459409886145,0.9167091725279676
446,0.00033158238372960796,0.9170407549116972
447,0.00033069609653111286,0.9173714510082284
448,0.00032931084438678405,0.9177007618526152
449,0.00032758779922005944,0.9180283496518352
450,0.0003268916948539386,0.9183552413466891
451,0.0003265349638474618,0.9186817763105366
452,0.0003253303631948666,0.9190071066737314
453,0.00032496154261104385,0.9193320682163425
454,0.00032394102586417474,0.9196560092422067
455,0.0003227180793777199,0.9199787273215844
456,0.0003211509217969732,0.9202998782433813
457,0.0003205396434715399,0.9206204178868529
458,0.0003194252816871197,0.92093984316854
459,0.0003186863983919255,0.921258529566932
460,0.0003177096921889572,0.9215762392591209
461,0.0003167116263855047,0.9218929508855064
462,0.00031604314871520243,0.9222089940342216
463,0.0003143836053855205,0.9225233776396071
464,0.00031396952311398414,0.9228373471627211
465,0.0003117818883127588,0.9231491290510339
466,0.000311198685181237,0.9234603277362151
467,0.00031065546266106935,0.9237709831988762
468,0.00030910252481266046,0.9240800857236888
469,0.00030882771235140417,0.9243889134360402
470,0.0003071143232015466,0.9246960277592418
471,0.00030481019827643024,0.9250008379575182
472,0.0003038850970622683,0.9253047230545804
473,0.00030266307337516846,0.9256073861279556
474,0.000302390524008555,0.9259097766519642
475,0.000302283786647348,0.9262120604386115
476,0.00029999872301316447,0.9265120591616246
477,0.00029830703630790594,0.9268103661979326
478,0.00029775749795357936,0.9271081236958861
479,0.00029764364337295235,0.9274057673392591
480,0.0002966844110689671,0.9277024517503281
481,0.0002957624415104051,0.9279982141918385
482,0.00029534057114186536,0.9282935547629804
483,0.0002945690696377592,0.9285881238326181
484,0.0002943057695063116,0.9288824296021244
485,0.00029136644686200816,0.9291737960489864
486,0.00029101428488076186,0.9294648103338672
487,0.00028996292327437167,0.9297547732571415
488,0.00028951553963487293,0.9300442887967764
489,0.0002885652044980812,0.9303328540012744
490,0.0002863156830120411,0.9306191696842865
491,0.00028596378999716206,0.9309051334742836
492,0.00028484117696083783,0.9311899746512444
493,0.0002833826068746114,0.9314733572581191
494,0.0002830514834528607,0.931756408741572
495,0.0002817927011882675,0.9320382014427602
496,0.000280615760000836,0.932318817202761
497,0.00027889092888643696,0.9325977081316474
498,0.00027708316691340813,0.9328747912985609
499,0.00027598336558828256,0.9331507746641492
500,0.00027512079692157355,0.9334258954610708
501,0.0002746192746073594,0.9337005147356782
502,0.0002735193357165886,0.9339740340713948
503,0.0002726826339674188,0.9342467167053622
504,0.0002721270637542505,0.9345188437691164
505,0.0002707098214768601,0.9347895535905932
506,0.0002701350977749043,0.9350596886883682
507,0.0002691248658726003,0.9353288135542408
508,0.00026816914796878546,0.9355969827022096
509,0.00026710837055745164,0.935864091072767
510,0.0002663666018808749,0.9361304576746479
511,0.0002659414608918797,0.9363963991355397
512,0.00026546017648565326,0.9366618593120254
513,0.00026517559637648735,0.9369270349084019
514,0.0002642822446740364,0.9371913171530759
515,0.00026295155945931084,0.9374542687125352
516,0.00026199702232042045,0.9377162657348557
517,0.00026174481848627914,0.937978010553342
518,0.000260717007138684,0.9382387275604807
519,0.00025922933921519124,0.9384979568996958
520,0.00025845489383403595,0.9387564117935299
521,0.0002580018859404104,0.9390144136794703
522,0.0002570002076154505,0.9392714138870857
523,0.0002552531181883991,0.9395266670052741
524,0.0002547841350771143,0.9397814511403512
525,0.0002536176682958387,0.940035068808647
526,0.0002520980015432278,0.9402871668101902
527,0.00025111309496479126,0.940538279905155
528,0.000250069383901197,0.9407883492890562
529,0.0002493196463990193,0.9410376689354553
530,0.00024883199624326955,0.9412865009316985
531,0.00024818053077907073,0.9415346814624775
532,0.00024756981145375906,0.9417822512739313
533,0.00024686524600412525,0.9420291165199355
534,0.00024625386907298246,0.9422753703890084
535,0.0002447827292118997,0.9425201531182203
536,0.0002441530780754753,0.9427643061962958
537,0.00024285521827516066,0.943007161414571
538,0.00024246417586293713,0.9432496255904339
539,0.00024194323590739653,0.9434915688263413
540,0.00024088519044878533,0.9437324540167901
541,0.0002401384286262353,0.9439725924454163
542,0.00023928470934743315,0.9442118771547637
543,0.0002384711872380018,0.9444503483420017
544,0.0002371588377295669,0.9446875071797313
545,0.00023599692942530225,0.9449235041091566
546,0.0002353846074211789,0.9451588887165778
547,0.00023503955471252034,0.9453939282712903
548,0.00023373947148290923,0.9456276677427732
549,0.00023348660543184206,0.9458611543482051
550,0.00023214277438895692,0.946093297122594
551,0.00023203118089609688,0.9463253283034901
552,0.00023083425096891684,0.9465561625544591
553,0.00023015157443105733,0.9467863141288901
554,0.00022931941311229187,0.9470156335420025
555,0.00022872399931350162,0.947244357541316
556,0.0002284438872900197,0.947472801428606
557,0.00022788186595207706,0.9477006832945581
558,0.0002261111097236016,0.9479267944042817
559,0.00022575500292505298,0.9481525494072068
560,0.0002250572316645706,0.9483776066388714
561,0.00022413344915577144,0.9486017400880271
562,0.00022339360936324387,0.9488251336973904
563,0.00022280558526732526,0.9490479392826577
564,0.00022208226302250844,0.9492700215456803
565,0.0002205586669120012,0.9494905802125923
566,0.00021834982350951788,0.9497089300361018
567,0.00021804314427520058,0.949926973180377
568,0.00021754331405765618,0.9501445164944347
569,0.00021694133941712034,0.9503614578338517
570,0.00021608617909011935,0.9505775440129418
571,0.00021578284513725586,0.950793326858079
572,0.00021513377201378485,0.9510084606300928
573,0.0002141251731419538,0.9512225858032347
574,0.0002132782284505062,0.9514358640316852
575,0.00021268922975479837,0.95164855326144
576,0.00021158320502744188,0.9518601364664675
577,0.0002108530887074671,0.952070989555175
578,0.00020979224973719765,0.9522807818049122
579,0.00020900303013596426,0.9524897848350481
580,0.0002083892659253628,0.9526981741009735
581,0.00020772694417860776,0.952905901045152
582,0.0002070082637669836,0.953112909308919
583,0.00020521127460936466,0.9533181205835284
584,0.00020461094785970583,0.9535227315313881
585,0.00020379333471658406,0.9537265248661047
586,0.00020329712267136852,0.9539298219887761
587,0.00020291351682321325,0.9541327355055993
588,0.00020213747225313972,0.9543348729778525
589,0.0002010544393047678,0.9545359274171572
590,0.00020067372191403697,0.9547366011390712
591,0.0001991699399356869,0.954935771079007
592,0.00019867256600738484,0.9551344436450143
593,0.00019764117680882412,0.9553320848218232
594,0.0001973498042805753,0.9555294346261037
595,0.0001964115132272295,0.955725846139331
596,0.00019635570043079268,0.9559222018397617
597,0.00019458331280784285,0.9561167851525696
598,0.00019297506358695668,0.9563097602161565
599,0.00019273893992447733,0.956502499156081
600,0.00019235433773590535,0.9566948534938169
601,0.00019181617102971153,0.9568866696648466
602,0.0001906524252708977,0.9570773220901175
603,0.00018975725112483846,0.9572670793412423
604,0.00018911797632021175,0.9574561973175626
605,0.00018829031974897854,0.9576444876373116
606,0.00018733038034852165,0.9578318180176602
607,0.00018690805430196153,0.9580187260719621
608,0.00018621493181631872,0.9582049410037785
609,0.00018511253183655662,0.958390053535615
610,0.00018493656268732704,0.9585749900983024
611,0.00018323435374754675,0.95875822445205
612,0.0001830966276020693,0.958941321079652
613,0.0001819819984924679,0.9591233030781445
614,0.00018093997155898877,0.9593042430497035
615,0.00018030781796469033,0.9594845508676683
616,0.00017970289712321356,0.9596642537647915
617,0.00017930117374587016,0.9598435549385373
618,0.0001789597429961172,0.9600225146815334
619,0.00017824195467743765,0.9602007566362109
620,0.00017662999785836764,0.9603773866340692
621,0.00017616410638545608,0.9605535507404547
622,0.0001755651028639875,0.9607291158433187
623,0.0001743667929494211,0.9609034826362681
624,0.0001741821410403004,0.9610776647773084
625,0.0001727279987161399,0.9612503927760245
626,0.00017205240699703632,0.9614224451830216
627,0.00017163199995538558,0.961594077182977
628,0.00017091043549280916,0.9617649876184697
629,0.00016979013633376143,0.9619347777548035
630,0.0001690354703206906,0.9621038132251242
631,0.00016848869614944604,0.9622723019212737
632,0.00016818825384924278,0.9624404901751229
633,0.0001665846734810411,0.962607074848604
634,0.00016613113943988311,0.9627732059880438
635,0.00016582768361917422,0.962939033671663
636,0.00016454848776795058,0.9631035821594309
637,0.00016435631019057648,0.9632679384696216
638,0.0001640163652158856,0.9634319548348375
639,0.00016336756271039934,0.9635953223975479
640,0.00016245979652553262,0.9637577821940734
641,0.00016185009189705288,0.9639196322859704
642,0.00016037034428487474,0.9640800026302553
643,0.00016003994977955937,0.9642400425800348
644,0.00015929455599196808,0.9643993371360268
645,0.0001575154201265254,0.9645568525561533
646,0.00015694332502968377,0.964713795881183
647,0.000156502193800525,0.9648702980749835
648,0.00015607244158826605,0.9650263705165717
649,0.00015537937781639964,0.9651817498943881
650,0.00015487773691616236,0.9653366276313042
651,0.00015424924842283435,0.9654908768797271
652,0.00015300537939560047,0.9656438822591227
653,0.00015289080177139036,0.9657967730608941
654,0.00015218947504199755,0.9659489625359361
655,0.00015104696304368164,0.9661000094989798
656,0.00015044195485430542,0.966250451453834
657,0.00014973665047314852,0.9664001881043072
658,0.00014940725123911906,0.9665495953555463
659,0.00014863314283411808,0.9666982284983804
660,0.00014828640851160955,0.966846514906892
661,0.00014766274540897975,0.966994177652301
662,0.0001470842558837991,0.9671412619081848
663,0.00014636368048193452,0.9672876255886668
664,0.00014610408815295326,0.9674337296768197
665,0.00014537269338982725,0.9675791023702096
666,0.0001447638586678714,0.9677238662288775
667,0.00014363342633920322,0.9678674996552167
668,0.000143334836554576,0.9680108344917713
669,0.00014306664105401734,0.9681539011328253
670,0.00014287087320608038,0.9682967720060314
671,0.0001419538013190843,0.9684387258073505
672,0.00014080992066402466,0.9685795357280145
